data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5977278,300,GRC927,927,2019-09-14,2019,1,Riots,Mob violence,Rioters (Greece),,5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima; AMNA,National,"On 14 September, in the afternoon, around 50 people attacked a MAT riot police unit in Exarchia with petrol bombs and other incendiary devices, rocks and other objects. No injuries were reported. There were 20 detentions of which four turned into arrests. The incident is considered to be related to recent police operations in Exarchia. [size=around 50]",0,1568748648,GRC
6025299,300,GRC928,928,2019-09-14,2019,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2019-),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AMNA; Greek Reporter,National-International,"On 14 September, early in the morning, 30 to 40 anarchists using the nearby university campus as a base launched an attack against the Zografou police station in central Athens hurling about 20 firebombs. The police guard responded by throwing a stun grenade. No injuries or damage were reported. There were two detentions. The attack was likely in retaliation to the recent police operations in Exarchia. [size=30-40]",0,1571159681,GRC
5977657,300,GRC929,929,2019-09-14,2019,1,Strategic developments,Change to group/activity,Military Forces of Turkey (2016-),,8,,,0,80,Europe,Greece,South Aegean,Rhodes,Kastellorizo,Kastellorizo,36.1483,29.5917,3,To Vima,National,"On 14 September, following a Navtex, the Turkish research vessel Bilim 2 accompanied by Turkish military ships moved in the Kastellorizo area, as part of the ongoing dispute over drilling rights in the region.",0,1568748649,GRC
6001312,300,GRC930,930,2019-09-14,2019,1,Violence against civilians,Attack,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,Civilians (Greece),,7,17,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki,National,"On 14 September, members of the Solidarity Health Workers reported that MAT riot police fired tear gas into a the street and a cafe in Exarchia after a protest march, causing respiratory problems to local residents and injuring a young woman on the head with the tear gas canister.",0,1569351138,GRC
5977496,300,GRC923,923,2019-09-12,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Greece),,3,Civilians (Greece),ND: New Democracy,7,37,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,Ekathimerini,National,"On 12 September, an explosive device made of three gas canisters, went off just outside ruling party ND's ground-floor offices setting them on fire in the northeastern suburb of Pefki in Athens. There were damages but no injuries were reported.",0,1568748649,GRC
5977499,300,GRC925,925,2019-09-12,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (Iraq); Refugees/IDPs (Syria),6,,,0,60,Europe,Greece,Central Macedonia,Imathia,Veroia,Veroia,40.5244,22.2024,2,I Avgi,National,"On 12 September, 15 to 20 refugees from Iraq and Syria at the Ayia Varvara camp in the outskirts of Veroia blocked the entrance to the camp with garbage bins and other objects preventing employees and volunteers from entering the premises to protest over their living conditions. According to the police, no incidents were reported. [size=15-20]",0,1568748649,GRC
5977656,300,GRC924,924,2019-09-12,2019,1,Protests,Peaceful protest,Protesters (Greece),Rouvikonas,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On 12 September, members of anarchist group Rouvikonas protested at the home of the ambassador of Brazil in central Athens against the recent Brazil Amazon fires. They claimed responsibility on an anti-establishment website with the statement ""The passion of capitalism for profit and expansion is endless."" [size=no report]",0,1568748649,GRC
5977655,300,GRC922,922,2019-09-11,2019,1,Riots,Mob violence,Rioters (International),Refugees/IDPs (International),5,Rioters (International),Refugees/IDPs (International),5,55,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On 11 September, a group of foreign nationals attempted to enter a building in central Athens occupied by another group of foreign nationals [both groups assumed migrants]. Those inside started throwing rocks and the group attempting to enter responded by throwing rocks and bottles. The incident ended after police intervention. No injuries were reported. [size=no report]",0,1568748649,GRC
5977498,300,GRC921,921,2019-09-10,2019,1,Protests,Peaceful protest,Protesters (Greece),Teachers (Greece); OLME: Greek Federation of Secondary Education State School Teachers,6,,,0,60,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,I Avgi,National,"On 10 September, substitute and permanent teachers supported by OLME protested at the Ministry of Education over fast-tracking teacher hirings. [size=no report]",0,1568748649,GRC
5965348,300,GRC907,907,2019-09-07,2019,1,Protests,Protest with intervention,Protesters (Greece),ANTARSYA: Front of the Greek Anticapitalist Left; Far Left Group (Greece),6,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,16,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AMNA; To Pontiki,National,"On 7 September, the opening day of the 84th TIF, members of ANTARSYA and other political parties of the far left attempted to enter the conference centre in Thessaloniki where the Prime Minister was giving his speech, but they were pushed back by police. [size=no report]",0,1568136729,GRC
5965349,300,GRC909,909,2019-09-07,2019,1,Strategic developments,Arrests,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,Civilians (Greece),XA: Golden Dawn; Far Right Group (Greece),7,17,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Pontiki; To Vima,National,"On 7 September, the opening day of the 84th TIF, police arrested as a precaution 33 members of Golden Dawn and of the far right group Sacred Band (2012), who arrived by coach to Thessaloniki.",0,1568136729,GRC
5965350,300,GRC920,920,2019-09-07,2019,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece); PAME: All-Workers Militant Front; GSEE: General Confederation of Greek Workers; Labour Group (Greece); ADEDY: Civil Servants Confederation,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Vima; To Pontiki; AMNA,National,"On 7 September, the opening day of the 84th TIF, members of student collectives, members of PAME, GSEE, the Workers' Union of Thessaloniki and members of ADEDY marched in central Thessaloniki in parallel demonstrations without any incident. [size=no report]",0,1568136729,GRC
5965767,300,GRC908,908,2019-09-07,2019,1,Protests,Peaceful protest,Protesters (Greece),Far Right Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Pontiki,National,"On 7 September, the opening day of the 84th TIF, protesters against the Prespes agreement, including far right groups, unfurled a banner on the White Tower demanding the annulment of the agreement and accusing the government of a U-turn. [size=no report]",0,1568136747,GRC
5965766,300,GRC903,903,2019-09-06,2019,1,Protests,Peaceful protest,Protesters (Greece),Police Forces of Greece (2019-); Labour Group (Greece); Police Forces of Greece (2019-) Coast Guard; Military Forces of Greece (2019-); Government of Greece (2019-); SYRIZA: Coalition of the Radical Left,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Pontiki,National,"On 6 September, a day before the opening of the 84th TIF, the Panhellenic Federations of police officers, firefighters, coast guard and military officers rallied with horns and torches in Thessaloniki to protest for better working conditions and to highlight their demands. They were supported by the Mayor of Thessaloniki and representatives of SYRIZA. [size=no report]",0,1568136747,GRC
5965768,300,GRC904,904,2019-09-06,2019,1,Riots,Mob violence,Rioters (Greece),,5,Rioters (Algeria),,5,55,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Vima,National,"On 6 September, members of anti-establishment groups clashed with Algerian nationals near the Aristotle University of Thessaloniki when the first using clubs tried to push back the latter who were selling drugs near the campus and started throwing rocks in response. [size=no report]",0,1568136747,GRC
5965770,300,GRC918,918,2019-09-06,2019,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Vima,National,"On 6 September, in anticipation of the arrival of the Prime Minister at the 84th TIF members of student collectives occupied the Engineering School of AUTH. Their main demand is to reconsider the abolition of the university asylum law. [size=no report]",0,1568136747,GRC
5965346,300,GRC902,902,2019-09-04,2019,1,Riots,Violent demonstration,Rioters (International),Refugees/IDPs (International),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,Civilians (Greece); Labour Group (Greece),1,15,Europe,Greece,North Aegean,Lesbos,Lesbos,Marmaro,39.1352,26.5071,1,AMNA; To Vima; AFP; Ekathimerini; AP,National-International,"On 4 September, 50 to 300 unaccompanied minors in the severely overcrowded Moria refugee camp in Lesvos broke the door of the identification centre and set fire to garbage bins demanding their immediate transfer from Moria to Athens. A small group of minors temporarily occupied the gate to the hotspot and obstructed the movement of vehicles. Police said they used limited tear gas after the demonstrators attacked camp workers. [size=50-300]",0,1568136729,GRC
5965772,300,GRC917,917,2019-09-04,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Vima,National,"On 4 September, protesters scattered fliers against the Thessaloniki International Fair (TIF) and threw paint at the home of the consul of India in central Thessaloniki. This year India is the honoured country at the 84th TIF. [size=no report]",0,1568136747,GRC
5965554,300,GRC913,913,2019-09-03,2019,1,Protests,Peaceful protest,Protesters (United Kingdom),,6,,,0,60,Europe,Greece,South Aegean,Rhodes,Rhodes,Rhodes,36.4356,28.2220,1,Ekathimerini,National,"On 3 September, around a dozen British nationals residing on Rhodes rallied at the port to protest Brexit and UK Prime Minister Boris Johnson's shutdown of Parliament the previous week. [size=around a dozen]",0,1568136747,GRC
5965555,300,GRC914,914,2019-09-03,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Europe,Greece,Attica,East Attica,Oropos,Malakasa,38.2385,23.7961,2,Ekathimerini,National,"On 3 September, some 200 migrants and asylum seekers from the nearby Malakasa camp blocked a side-road off the Athens-Lamia national highway in eastern Attica for several hours. They are reportedly demanding permission to ride the train for free. [size=about 200]",0,1568136747,GRC
5965769,300,GRC916,916,2019-09-03,2019,1,Protests,Peaceful protest,Protesters (Greece),Government of Greece (2019-),6,,,0,60,Europe,Greece,Central Greece,Phthiotis,Stylida,Stylida,38.9144,22.6138,2,To Vima,National,"On 3 September, local residents and city council representatives of Stylida blocked the road leading to the Karavomylos military grounds after news that it would be used for hosting refugees. They claim they were not informed and that the grounds are unsuitable. [size=no report]",0,1568136747,GRC
5965552,300,GRC910,910,2019-09-02,2019,3,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Greece),Unidentified Armed Group (Albania),3,Civilians (International),Refugees/IDPs (Pakistan); Refugees/IDPs (Bangladesh),7,37,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Ekathimerini,National,"On 2 September, Greek police rescued 12 Pakistani migrants who were abducted at an unknown date and being held hostage in a warehouse in Thessaloniki and were forced to demand money from their families, and another 26 from Pakistan and Bangladesh on their way to the warehouse. A Greek and an Albanian national were arrested.",0,1568136747,GRC
5965559,300,GRC919,919,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Europe,Greece,North Aegean,Lesbos,Lesbos,Mytilene,39.1100,26.5547,2,I Avgi,National,"On 2 September, hundreds of migrants in Kara Tepe in the outskirts of Mytilene, Lesvos, rallied at the entrance blocking the way to the facility to protest for the rehiring of the Kara Tepe manager whose tenure ended on 31 August. The protesters submitted a petition to a representative of the UNHCR. [size=hundreds]",0,1568136747,GRC
5965771,300,GRC915,915,2019-09-02,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Greece),,3,Civilians (Afghanistan),Refugees/IDPs (Afghanistan),7,37,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On 2 September, an Afghan national sustained minor face and hand injuries near the Athens University of Economics and Business when two people on a motorbike rode past and shot him with an air rifle.",0,1568136747,GRC
6018612,300,GRC955,955,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Imathia,Veroia,Veroia,40.5244,22.2024,1,902.gr,National,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, labour workers and pensioners rallied and marched in Veroia. [size=no report]",0,1570553929,GRC
6018613,300,GRC956,956,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Pella,Pella,Giannitsa,40.7924,22.4148,1,902.gr,National,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, labour workers rallied in Giannitsa. [size=no report]",0,1570553929,GRC
6018614,300,GRC954,954,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Serres,Serres,Serres,41.0850,23.5476,1,902.gr,National,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, labour workers rallied in Serres. [size=no report]",0,1570553929,GRC
6018700,300,GRC953,953,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),GSEE: General Confederation of Greek Workers; ADEDY: Civil Servants Confederation; PAME: All-Workers Militant Front; Labour Group (Greece),6,,,0,60,Europe,Greece,East Macedonia and Thrace,Evros,Alexandroupoli,Alexandroupoli,40.8499,25.8764,1,Evros24,Subnational,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, members of GSEE, ADEDY and PAME rallied in Alexandroupoli. [size=no report]",0,1570553929,GRC
6018777,300,GRC951,951,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),PAME: All-Workers Militant Front; Labour Group (Greece),6,,,0,60,Europe,Greece,Crete,Heraklion,Heraklion,Heraklion,35.3381,25.1330,1,Neakriti,Subnational,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, members of PAME protested in Heraklion mainly for collective labour agreements. [size=no report]",0,1570553929,GRC
6018955,300,GRC952,952,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece); Government of Greece (2019-),6,,,0,60,Europe,Greece,West Greece,Achaea,Patras,Patras,38.2444,21.7344,1,Patras Events,Subnational,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, the mayor of Patras joined in protest members of the Patras Labour Union. [size=no report]",0,1570553929,GRC
6018985,300,GRC950,950,2019-09-02,2019,1,Protests,Peaceful protest,Protesters (Greece),GSEE: General Confederation of Greek Workers; ADEDY: Civil Servants Confederation; PAME: All-Workers Militant Front; Far Left Group (Greece); Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,ThessNews,Subnational,"On 2 October, during the second general strike action in two weeks against proposed labour law reforms, there were separate demonstrations in central Thessaloniki by members of GSEE and the Thessaloniki labour union, public transport workers, 700 members of PAME, 150 members of far left political parties that are not represented in parliament, as well as a motorcade in central Thessaloniki by food delivery workers. [size=more than 850]",0,1570553929,GRC
5965347,300,GRC905,905,2019-09-01,2019,1,Riots,Mob violence,Rioters (Greece),,5,Police Forces of Greece (2019-),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima; To Pontiki,National,"On 1 September, around 10 hooded members of anti-establishment groups attacked DIAS unit police officers in Exarchia. There were five detentions one of which turned into an arrest. [size=around 10]",0,1568136729,GRC
6025330,300,GRC911,911,2019-09-01,2019,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On 1 September, around 40 anarchists pelted MAT riot police officers in Exarchia with firebombs twice on the same night following similar raids as the night before. [size=around 40]",0,1571159681,GRC
6025298,300,GRC901,901,2019-08-31,2019,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima; Ekathimerini,National,"On 31 August, there were two waves of anarchist violence in Exarchia in the afternoon. It started with a small group attacking a riot police unit and a few hours later a group of around 40 people lobbed homemade firebombs and stones at another riot police unit and attacked them with wood sticks after police officers attempted to detain a member of an anti-establishment group. No injuries were reported in either incident but police are on standby for possible revenge attacks by anarchists because of the recent police operations in Exarchia. [size=around 40]",0,1571159681,GRC
5977785,300,GRC899,899,2019-08-30,2019,1,Riots,Mob violence,Rioters (Greece),,5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Greek Reporter; Ekathimerini,National-International,"On 30 August, after midnight Thursday night, hooded individuals hurled 80 petrol bombs against a MAT unit stationed in Exarchia to guard previously occupied buildings evacuated by police in the previous days. Riot police responded by breaking up an event taking place on Exarchia square. Seven suspects were briefly detained. [size=no report]",0,1568748968,GRC
5977787,300,GRC900,900,2019-08-30,2019,1,Violence against civilians,Attack,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,Civilians (Greece),Rouvikonas,7,17,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Greek Reporter; Ekathimerini,National-International,"On 30 August, late Thursday night and early on Friday, riot police raided Vox Cafe known as the informal headquarters of anarchist group Rouvikonas using stun grenades and teargas. One anarchist sustained head injuries.",0,1568748968,GRC
5965551,300,GRC906,906,2019-08-30,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Europe,Greece,Attica,East Attica,Oropos,Malakasa,38.2385,23.7961,2,Ekathimerini,National,"On 30 August, a group of migrants from the nearby camp of Malakasa held a peaceful sit-in protest at the rail station. They are reportedly demanding permission to ride the train for free. [size=a group]",0,1568136747,GRC
5924302,300,GRC895,895,2019-08-29,2019,1,Protests,Peaceful protest,Protesters (Greece),Rouvikonas,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On 29 August, in the afternoon, members of anarchist group Rouvikonas riding on 10 motorcycles scattered flyers outside the German Embassy in central Athens, in a protest action that coincided with a visit by Greek Prime Minister Kyriakos Mitsotakis to Berlin. Rouvikonas claimed responsibility in an anti-establishment website accusing the Greek government of 'serving ill-mannered masters.' There were no arrests. [size=around 10]",0,1567533545,GRC
5924303,300,GRC896,896,2019-08-29,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On 29 August, about 50 migrants rallied on the train tracks of the Athens main railway station Larissis to protest that earlier conductors let them off the trains they were on because they had no tickets. All train schedules were cancelled temporarily. [size=about 50]",0,1567533545,GRC
5924304,300,GRC897,897,2019-08-29,2019,1,Violence against civilians,Attack,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,Civilians (Greece),LGBT (Greece); Journalists (Greece),7,17,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On 29 August, two riot police officers stationed at the archaeological museum near Exarchia assaulted in a homophobic attack a gay couple, one of which is a well-known editor of an LGBT magazine. One of the police officers referred to the couple in a derisive way and when they confronted him, he hit them on the head and the other officer kicked them away at which point they reported the incident to the police and the case will be examined by a Public Prosecutor.",0,1567533545,GRC
5924305,300,GRC898,898,2019-08-29,2019,1,Protests,Protest with intervention,Protesters (Greece),,6,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,16,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; I Avgi,National,"On 29 August, during a ceremony in Zappeio, where the new regional governor of Attica was being sworn in, tens of people demonstrating against the operation of the landfill site in Fili tried to approach the ceremony site holding banners but where pushed back by riot police making limited use of teargas. [size=tens]",0,1567533545,GRC
6025329,300,GRC894,894,2019-08-28,2019,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On 28 August, in two consecutive waves of violence a group of anarchists lobbed homemade firebombs at the riot police unit stationed near Polytechnio and half an hour later at a riot police detachment near the PASOK offices in Exarchia. No injuries or arrests were reported. The attacks are suspected to be retaliation against a police operation evacuating occupied buildings in Exarchia the previous days. [size=no report]",0,1571159681,GRC
5965487,300,GRC912,912,2019-08-28,2019,2,Strategic developments,Arrests,Police Forces of Greece (2019-),,1,Civilians (International),Refugees/IDPs (International),7,17,Europe,Greece,Crete,Heraklion,Heraklion,Heraklion,35.3381,25.1330,1,AMNA,National,"In the period between 26 August and 31 August, a total number of 34 individuals were arrested at Heraklion International Airport for possessing fake travel documents.",0,1568136730,GRC
5924299,300,GRC892,892,2019-08-27,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,West Greece,Achaea,Patras,Patras,38.2444,21.7344,1,To Pontiki,National,"On 27 August, members of an anti-establishment group threw paint and spray painted the Patras offices of a ruling party New Democracy MP to protest against police operations in Exarchia, Athens. They claimed responsibility at the Indymedia website calling for ""self-organisation, social class solidarity and fighting resistance"". [size=no report]",0,1567533545,GRC
5924300,300,GRC893,893,2019-08-27,2019,1,Protests,Peaceful protest,Protesters (Greece),SYRIZA: Coalition of the Radical Left,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,I Avgi,National,"On 27 August, members of SYRIZA youth rallied in front of the Embassy of Brazil in central Athens to protest over climate change/crisis, the burning of the Amazon forest and to combat indifference to environmental issues. They were holding a banner with the slogan ""The environment is above profit. There is no Plan B"" and their online call stated that ""Capitalists destroy nature"". [size=no report]",0,1567533545,GRC
6025297,300,GRC888,888,2019-08-26,2019,1,Strategic developments,Other,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,Civilians (International),Refugees/IDPs (Iraq); Refugees/IDPs (Afghanistan); Refugees/IDPs (Eritrea); Refugees/IDPs (Turkey); Anarchist Group (Greece),7,17,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; AFP; AMNA; Greek Reporter; The National Herald,National-International,"On 26 August, in a large operation Greek riot police raided several buildings in Exarchia, Athens, occupied by refugees and anarchists, arresting several.",0,1571159681,GRC
5924296,300,GRC889,889,2019-08-26,2019,1,Protests,Peaceful protest,Protesters (Greece),Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,To Vima,National,"On 26 August, substitute teachers rallied at the Ministry of Education in North Athens to demand all substitute teachers be included in this year's application platform for hiring in public schools. [size=no report]",0,1567533545,GRC
6025325,300,GRC890,890,2019-08-26,2019,1,Riots,Violent demonstration,Rioters (Greece),Anarchist Group (Greece),5,Civilians (Greece),Orthodox Christian Group (Greece),7,57,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On 26 August, an anarchist group called Nucleus of Anarchist Witches broke into a chapel in Sepolia in central Athens and spray-painted five of the religious icons displayed in the shrine. The group which described churches as a 'misogynistic state institution' claimed responsibility in an anti-establishment website saying the act was carried out against the Church's decision last month to establish the first Sunday after Christmas as the 'Day of the Unborn Child' and against a police operation on the same day in Exarchia evacuating occupied buildings. [size=no report]",0,1571159681,GRC
5924298,300,GRC891,891,2019-08-26,2019,1,Protests,Peaceful protest,Protesters (Greece),Kurdish Ethnic Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,I Avgi,National,"On 26 August, members of the ""Solidarity Committee with Political Prisoners in Turkey and Kurdistan"" rallied in front of the Ministry of Citizen Protection to protest against the police using excessive force to remove a group of 13 Kurdish political refugees, who were free camping at beach Chiliadou in Euboea. [size=no report]",0,1567533545,GRC
5977783,300,GRC887,887,2019-08-25,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),Refugees/IDPs (Afghanistan),3,Civilians (Afghanistan),Refugees/IDPs (Afghanistan),7,37,Europe,Greece,North Aegean,Lesbos,Lesbos,Marmaro,39.1352,26.5071,1,To Vima; The National Herald; Ekathimerini,National-International,"On 25 August, around midnight Saturday, an Afghan teenager at the cramped Moria refugee camp attacked three of his compatriots with a knife killing one and injuring the other two. It is not known what caused the attack. The juvenile unit, which hosts minors that arrived in Greece unaccompanied, is designed for 160 persons; it currently holds over 600.",1,1568748968,GRC
5977782,300,GRC885,885,2019-08-23,2019,1,Riots,Violent demonstration,Rioters (Greece),Rouvikonas,5,Civilians (Greece),Labour Group (Greece),7,57,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,Greek Reporter; To Vima,National-International,"On 23 August, members of anarchist group Rouvikonas violently demonstrated after the alleged abuse of an apprentice chef by his superiors in an Athens restaurant in Chalandri owned by a TV celebrity chef. The rioters caused material damages to the restaurant, but no injuries were reported. [size=no report]",0,1568748968,GRC
5924293,300,GRC886,886,2019-08-23,2019,1,Riots,Violent demonstration,Rioters (International),Refugees/IDPs (International),5,Police Forces of Greece (2019-),,1,15,Europe,Greece,South Aegean,Rhodes,Symi,Symi,36.6145,27.8362,1,To Pontiki,National,"On 23 August, a small group of recently arrived migrants from Turkey threw food and attacked a police officer on the island of Symi demonstrating over their living conditions and demanding to leave the island. The situation was contained by the island's eight police officers. At the moment, there are 200 migrants in Symi. [size=a small group]",0,1567533545,GRC
5924291,300,GRC884,884,2019-08-22,2019,1,Protests,Excessive force against protesters,Protesters (Greece),Kurdish Ethnic Group (Greece),6,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,16,Europe,Greece,Central Greece,Euboea,Chalcis,Chalcis,38.4615,23.6026,3,To Pontiki; I Avgi,National,"On 22 August, members of OPKE police arrested 13 Kurdish political refugees (11 men and two women), who were illegally free camping at beach Chiliadou in Euboea, because they resisted by gathering rocks on the road and blocking it in a sit-in demonstration when police attempted to move them. When they were released they accused the police of violence and torture. [size=13] [coded according to the demonstrators' version]",0,1567533545,GRC
5977781,300,GRC883,883,2019-08-18,2019,1,Strategic developments,Arrests,Police Forces of Turkey (2016-) Coast Guard,,8,Civilians (International),Refugees/IDPs (Iran); Refugees/IDPs (Iraq); Refugees/IDPs (Afghanistan),7,78,Europe,Greece,North Aegean,Lesbos,Lesbos,Mytilene,39.1100,26.5547,3,Greek Reporter; Ekathimerini,National-International,"On 18 August, Turkish authorities arrested 330 migrants (and a total of 699 since August 10) from Afghanistan, Iran, Iraq and Syria attempting to cross into the Greek island of Lesvos. After 850,000 migrants crossed into Greece in 2015, Turkey agreed to exercise tighter control on its land and sea borders with Greece in exchange for a 3 billion euro aid from the European Union and looser visa regulations for Turkish citizens.",0,1568748968,GRC
5924289,300,GRC882,882,2019-08-09,2019,1,Riots,Mob violence,Rioters (Iran),Refugees/IDPs (Iran),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Ekathimerini,National,"On 9 August, during a minor scuffle at a migrant centre near Thessaloniki's main train station an Iranian migrant suffering from mental health issues bit a riot police officer's leg and was arrested. [size=no report]",0,1567533545,GRC
